obsID,CountyID,impactLevel,FloodSource,countyName,EARegion,AltCountyName,ObservationDate,ImpactLevelDescription,FloodSourceDescription
2943,104,3,S,Caerphilly,Wales,Caerphilly,06/02/2016,Minor,Surface water
2943,109,3,S,Cardiff,Wales,Cardiff,06/02/2016,Minor,Surface water
2943,97,3,S,Carmarthenshire,Wales,Carmarthenshire,06/02/2016,Minor,Surface water
2943,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,06/02/2016,Minor,Surface water
2943,15,3,S,Devon,Southwest - Exeter,Devon,06/02/2016,Minor,Surface water
2943,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,06/02/2016,Minor,Surface water
2943,103,3,S,Merthyr Tydfil,Wales,Merthyr Tydfil,06/02/2016,Minor,Surface water
2943,107,3,S,Monmouthshire,Wales,Monmouthshire,06/02/2016,Minor,Surface water
2943,99,3,S,Neath Port Talbot,Wales,Neath Port Talbot,06/02/2016,Minor,Surface water
2943,108,3,S,Newport,Wales,Newport,06/02/2016,Minor,Surface water
2943,67,3,S,Plymouth,Southwest - Exeter,Plymouth,06/02/2016,Minor,Surface water
2943,102,3,S,"Rhondda, Cynon, Taff",Wales,Rhondda Cynon Taff,06/02/2016,Minor,Surface water
2943,34,3,S,Somerset,Southwest - Exeter,Somerset,06/02/2016,Minor,Surface water
2943,66,3,S,South Gloucestershire,Southwest - Exeter,S Gloucestershire,06/02/2016,Minor,Surface water
2943,98,3,S,Swansea,Wales,Swansea,06/02/2016,Minor,Surface water
2943,101,3,S,The Vale of Glamorgan,Wales,Vale of Glamorgan,06/02/2016,Minor,Surface water
2943,106,3,S,Torfaen,Wales,Torfaen,06/02/2016,Minor,Surface water
2943,38,3,S,Warwickshire,Midlands - Solihull,Warwickshire,06/02/2016,Minor,Surface water
2943,40,3,S,Wiltshire,Southwest - Exeter,Wiltshire,06/02/2016,Minor,Surface water
2943,41,3,S,Worcestershire,Midlands - Solihull,Worcestershire,06/02/2016,Minor,Surface water
2943,12,2,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,06/02/2016,Significant,Surface water
2943,15,2,S,Devon,Southwest - Exeter,Devon,06/02/2016,Significant,Surface water
2944,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,07/02/2016,Minor,River
2944,60,3,R,Herefordshire,Midlands - Solihull,Herefordshire,07/02/2016,Minor,River
2944,38,3,R,Warwickshire,Midlands - Solihull,Warwickshire,07/02/2016,Minor,River
2944,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,07/02/2016,Minor,River
2947,15,3,S,Devon,Southwest - Exeter,Devon,07/02/2016,Minor,Surface water
2947,16,3,S,Dorset,Southwest - Exeter,Dorset,07/02/2016,Minor,Surface water
2947,34,3,S,Somerset,Southwest - Exeter,Somerset,07/02/2016,Minor,Surface water
2955,15,3,R,Devon,Southwest - Exeter,Devon,07/02/2016,Minor,River
2945,34,,,Somerset,Southwest - Exeter,Somerset,07/02/2016,,
2946,11,,,Cheshire,Northwest - Warrington,Cheshire,07/02/2016,,
2952,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,08/02/2016,Minor,River
2952,60,3,R,Herefordshire,Midlands - Solihull,Herefordshire,08/02/2016,Minor,River
2952,33,3,R,Shropshire,Midlands - Solihull,Shropshire,08/02/2016,Minor,River
2952,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,08/02/2016,Minor,River
2952,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,08/02/2016,Minor,River
2950,100,3,C,Bridgend,Wales,Bridgend,08/02/2016,Minor,Coastal \ tidal
2950,95,3,C,Ceredigion,Wales,Ceredigion,08/02/2016,Minor,Coastal \ tidal
2948,10,3,S,Cambridgeshire,Anglian - Peterborough,Cambridgeshire,08/02/2016,Minor,Surface water
2948,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,08/02/2016,Minor,Surface water
2948,15,3,S,Devon,Southwest - Exeter,Devon,08/02/2016,Minor,Surface water
2948,16,3,S,Dorset,Southwest - Exeter,Dorset,08/02/2016,Minor,Surface water
2948,21,3,S,Hampshire,Southeast South - Worthing,Hampshire,08/02/2016,Minor,Surface water
2948,25,3,S,Leicestershire,Midlands - Solihull,Leicestershire,08/02/2016,Minor,Surface water
2948,41,3,S,Worcestershire,Midlands - Solihull,Worcestershire,08/02/2016,Minor,Surface water
2948,89,3,C,Gwynedd,Wales,Gwynedd,08/02/2016,Minor,Coastal \ tidal
2949,16,3,S,Dorset,Southwest - Exeter,Dorset,08/02/2016,Minor,Surface water
2950,12,3,C,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,08/02/2016,Minor,Coastal \ tidal
2950,65,3,C,North Somerset,Southwest - Exeter,N Somerset,08/02/2016,Minor,Coastal \ tidal
2951,94,3,R,Powys,Wales,Powys,08/02/2016,Minor,River
2951,94,3,S,Powys,Wales,Powys,08/02/2016,Minor,Surface water
2953,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,09/02/2016,Minor,River
2953,33,3,R,Shropshire,Midlands - Solihull,Shropshire,09/02/2016,Minor,River
2953,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,09/02/2016,Minor,River
2953,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,09/02/2016,Minor,River
2954,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,10/02/2016,Minor,River
2954,33,3,R,Shropshire,Midlands - Solihull,Shropshire,10/02/2016,Minor,River
2954,61,3,R,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,10/02/2016,Minor,River
2954,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,10/02/2016,Minor,River
2956,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,12/02/2016,Minor,River
2956,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,12/02/2016,Minor,River
2957,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,13/02/2016,Minor,River
2957,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,13/02/2016,Minor,River
2958,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,14/02/2016,Minor,River
2958,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,14/02/2016,Minor,River
2959,15,3,S,Devon,Southwest - Exeter,Devon,15/02/2016,Minor,Surface water
2960,13,3,R,Cumbria,Northwest - Warrington,Cumbria,17/02/2016,Minor,River
2960,13,3,S,Cumbria,Northwest - Warrington,Cumbria,17/02/2016,Minor,Surface water
2961,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,17/02/2016,Minor,Surface water
2961,15,3,S,Devon,Southwest - Exeter,Devon,17/02/2016,Minor,Surface water
2961,16,3,S,Dorset,Southwest - Exeter,Dorset,17/02/2016,Minor,Surface water
2962,12,,,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,17/02/2016,,
2962,15,,,Devon,Southwest - Exeter,Devon,17/02/2016,,
2962,16,,,Dorset,Southwest - Exeter,Dorset,17/02/2016,,
2963,95,3,S,Ceredigion,Wales,Ceredigion,20/02/2016,Minor,Surface water
2963,89,3,S,Gwynedd,Wales,Gwynedd,20/02/2016,Minor,Surface water
2963,94,3,S,Powys,Wales,Powys,20/02/2016,Minor,Surface water
2964,78,3,S,West Berkshire,Southeast North - Reading,W Berkshire,24/02/2016,Minor,Surface water
2965,12,,,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,26/02/2016,,
2966,5,3,S,West Yorkshire,Northeast - Leeds,W Yorkshire,04/03/2016,Minor,Surface water
2967,8,3,R,Bedfordshire,Anglian - Peterborough,Bedfordshire,09/03/2016,Minor,River
2967,60,3,R,Herefordshire,Midlands - Solihull,Herefordshire,09/03/2016,Minor,River
2967,57,3,R,Leicester,Midlands - Solihull,Leicester,09/03/2016,Minor,River
2967,25,3,R,Leicestershire,Midlands - Solihull,Leicestershire,09/03/2016,Minor,River
2967,83,3,R,Milton Keynes,Anglian - Peterborough,Milton Keynes,09/03/2016,Minor,River
2967,30,3,R,North Yorkshire,Northeast - Leeds,N Yorkshire,09/03/2016,Minor,River
2967,28,3,R,Northamptonshire,Anglian - Peterborough,Northamptonshire,09/03/2016,Minor,River
2967,32,3,R,Oxfordshire,Southeast North - Reading,Oxfordshire,09/03/2016,Minor,River
2967,58,3,R,Rutland,Anglian - Peterborough,Rutland,09/03/2016,Minor,River
2967,38,3,R,Warwickshire,Midlands - Solihull,Warwickshire,09/03/2016,Minor,River
2967,4,3,R,West Midlands,Midlands - Solihull,W Midlands,09/03/2016,Minor,River
2967,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,09/03/2016,Minor,River
2967,55,3,R,York,Northeast - Leeds,York,09/03/2016,Minor,River
2967,10,2,R,Cambridgeshire,Anglian - Peterborough,Cambridgeshire,09/03/2016,Significant,River
2967,8,3,S,Bedfordshire,Anglian - Peterborough,Bedfordshire,09/03/2016,Minor,Surface water
2967,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,09/03/2016,Minor,Surface water
2967,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,09/03/2016,Minor,Surface water
2967,16,3,S,Dorset,Southwest - Exeter,Dorset,09/03/2016,Minor,Surface water
2967,16,3,S,Dorset,Southwest - Exeter,Dorset,09/03/2016,Minor,Surface water
2967,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,09/03/2016,Minor,Surface water
2967,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,09/03/2016,Minor,Surface water
2967,60,3,S,Herefordshire,Midlands - Solihull,Herefordshire,09/03/2016,Minor,Surface water
2967,60,3,S,Herefordshire,Midlands - Solihull,Herefordshire,09/03/2016,Minor,Surface water
2967,57,3,S,Leicester,Midlands - Solihull,Leicester,09/03/2016,Minor,Surface water
2967,25,3,S,Leicestershire,Midlands - Solihull,Leicestershire,09/03/2016,Minor,Surface water
2967,83,3,S,Milton Keynes,Anglian - Peterborough,Milton Keynes,09/03/2016,Minor,Surface water
2967,83,3,S,Milton Keynes,Anglian - Peterborough,Milton Keynes,09/03/2016,Minor,Surface water
2967,30,3,S,North Yorkshire,Northeast - Leeds,N Yorkshire,09/03/2016,Minor,Surface water
2967,28,3,S,Northamptonshire,Anglian - Peterborough,Northamptonshire,09/03/2016,Minor,Surface water
2967,28,3,S,Northamptonshire,Anglian - Peterborough,Northamptonshire,09/03/2016,Minor,Surface water
2967,32,3,S,Oxfordshire,Southeast North - Reading,Oxfordshire,09/03/2016,Minor,Surface water
2967,32,3,S,Oxfordshire,Southeast North - Reading,Oxfordshire,09/03/2016,Minor,Surface water
2967,67,3,S,Plymouth,Southwest - Exeter,Plymouth,09/03/2016,Minor,Surface water
2967,67,3,S,Plymouth,Southwest - Exeter,Plymouth,09/03/2016,Minor,Surface water
2967,58,3,S,Rutland,Anglian - Peterborough,Rutland,09/03/2016,Minor,Surface water
2967,38,3,S,Warwickshire,Midlands - Solihull,Warwickshire,09/03/2016,Minor,Surface water
2967,38,3,S,Warwickshire,Midlands - Solihull,Warwickshire,09/03/2016,Minor,Surface water
2967,4,3,S,West Midlands,Midlands - Solihull,W Midlands,09/03/2016,Minor,Surface water
2967,4,3,S,West Midlands,Midlands - Solihull,W Midlands,09/03/2016,Minor,Surface water
2967,41,3,S,Worcestershire,Midlands - Solihull,Worcestershire,09/03/2016,Minor,Surface water
2967,41,3,S,Worcestershire,Midlands - Solihull,Worcestershire,09/03/2016,Minor,Surface water
2967,55,3,S,York,Northeast - Leeds,York,09/03/2016,Minor,Surface water
2968,8,3,R,Bedfordshire,Anglian - Peterborough,Bedfordshire,10/03/2016,Minor,River
2968,9,3,R,Buckinghamshire,Southeast North - Reading,Buckinghamshire,10/03/2016,Minor,River
2968,25,3,R,Leicestershire,Midlands - Solihull,Leicestershire,10/03/2016,Minor,River
2968,83,3,R,Milton Keynes,Anglian - Peterborough,Milton Keynes,10/03/2016,Minor,River
2968,28,3,R,Northamptonshire,Anglian - Peterborough,Northamptonshire,10/03/2016,Minor,River
2968,32,3,R,Oxfordshire,Southeast North - Reading,Oxfordshire,10/03/2016,Minor,River
2968,2,3,R,South Yorkshire,Northeast - Leeds,S Yorkshire,10/03/2016,Minor,River
2968,35,3,R,Staffordshire,Midlands - Solihull,Staffordshire,10/03/2016,Minor,River
2968,38,3,R,Warwickshire,Midlands - Solihull,Warwickshire,10/03/2016,Minor,River
2968,40,3,R,Wiltshire,Southwest - Exeter,Wiltshire,10/03/2016,Minor,River
2968,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,10/03/2016,Minor,River
2968,10,2,R,Cambridgeshire,Anglian - Peterborough,Cambridgeshire,10/03/2016,Significant,River
2968,16,3,S,Dorset,Southwest - Exeter,Dorset,10/03/2016,Minor,Surface water
2969,15,3,R,Devon,Southwest - Exeter,Devon,12/03/2016,Minor,River
2970,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,12/03/2016,Minor,Surface water
2970,15,3,S,Devon,Southwest - Exeter,Devon,12/03/2016,Minor,Surface water
2972,20,3,R,Gloucestershire,Midlands - Solihull,Gloucestershire,13/03/2016,Minor,River
2972,38,3,R,Warwickshire,Midlands - Solihull,Warwickshire,13/03/2016,Minor,River
2972,41,3,R,Worcestershire,Midlands - Solihull,Worcestershire,13/03/2016,Minor,River
2971,15,3,R,Devon,Southwest - Exeter,Devon,13/03/2016,Minor,River
2974,16,3,S,Dorset,Southwest - Exeter,Dorset,28/03/2016,Minor,Surface water
2975,15,3,S,Devon,Southwest - Exeter,Devon,28/03/2016,Minor,Surface water
2973,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,28/03/2016,Minor,Surface water
2976,94,3,S,Powys,Wales,Powys,28/03/2016,Minor,Surface water
2977,14,3,S,Derbyshire,Midlands - Solihull,Derbyshire,28/03/2016,Minor,Surface water
2978,35,3,S,Staffordshire,Midlands - Solihull,Staffordshire,28/03/2016,Minor,Surface water
2979,35,3,R,Staffordshire,Midlands - Solihull,Staffordshire,28/03/2016,Minor,River
2980,35,3,R,Staffordshire,Midlands - Solihull,Staffordshire,29/03/2016,Minor,River
2981,12,3,C,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,10/04/2016,Minor,Coastal \ tidal
2981,15,3,C,Devon,Southwest - Exeter,Devon,10/04/2016,Minor,Coastal \ tidal
2981,6,3,C,Greater London,Southeast North - Reading,Gtr London,10/04/2016,Minor,Coastal \ tidal
2982,51,3,S,"Kingston upon Hull, City of",Northeast - Leeds,Kingston upon Hull,12/04/2016,Minor,Surface water
2984,19,3,S,Essex,Anglian - Peterborough,Essex,14/04/2016,Minor,Surface water
2984,27,3,S,Norfolk,Anglian - Peterborough,Norfolk,14/04/2016,Minor,Surface water
2984,36,3,S,Suffolk,Anglian - Peterborough,Suffolk,14/04/2016,Minor,Surface water
2983,36,3,R,Suffolk,Anglian - Peterborough,Suffolk,14/04/2016,Minor,River
2983,36,3,S,Suffolk,Anglian - Peterborough,Suffolk,14/04/2016,Minor,Surface water
2985,19,3,S,Essex,Anglian - Peterborough,Essex,15/04/2016,Minor,Surface water
2985,6,3,S,Greater London,Southeast North - Reading,Gtr London,15/04/2016,Minor,Surface water
2985,27,3,S,Norfolk,Anglian - Peterborough,Norfolk,15/04/2016,Minor,Surface water
2986,6,3,S,Greater London,Southeast North - Reading,Gtr London,29/04/2016,Minor,Surface water
2987,4,3,S,West Midlands,Midlands - Solihull,W Midlands,07/05/2016,Minor,Surface water
2989,6,3,S,Greater London,Southeast North - Reading,Gtr London,10/05/2016,Minor,Surface water
2988,23,3,R,Kent,Southeast South - Worthing,Kent,11/05/2016,Minor,River
2988,109,3,S,Cardiff,Wales,Cardiff,11/05/2016,Minor,Surface water
2988,6,3,S,Greater London,Southeast North - Reading,Gtr London,11/05/2016,Minor,Surface water
2988,107,3,S,Monmouthshire,Wales,Monmouthshire,11/05/2016,Minor,Surface water
2988,32,3,S,Oxfordshire,Southeast North - Reading,Oxfordshire,11/05/2016,Minor,Surface water
2988,80,3,S,Slough,Southeast North - Reading,Slough,11/05/2016,Minor,Surface water
2988,34,3,S,Somerset,Southwest - Exeter,Somerset,11/05/2016,Minor,Surface water
2988,37,3,S,Surrey,Southeast North - Reading,Surrey,11/05/2016,Minor,Surface water
2988,71,3,S,Swindon,Southeast North - Reading,Swindon,11/05/2016,Minor,Surface water
2988,40,3,S,Wiltshire,Southwest - Exeter,Wiltshire,11/05/2016,Minor,Surface water
2988,82,3,S,Wokingham,Southeast North - Reading,Wokingham,11/05/2016,Minor,Surface water
2990,16,3,S,Dorset,Southwest - Exeter,Dorset,12/05/2016,Minor,Surface water
2991,22,3,S,Hertfordshire,Southeast North - Reading,Hertfordshire,23/05/2016,Minor,Surface water
2991,94,3,S,Powys,Wales,Powys,23/05/2016,Minor,Surface water
2992,99,3,S,Neath Port Talbot,Wales,Neath Port Talbot,27/05/2016,Minor,Surface water
2995,97,3,S,Carmarthenshire,Wales,Carmarthenshire,28/05/2016,Minor,Surface water
2996,98,3,S,Swansea,Wales,Swansea,28/05/2016,Minor,Surface water
2993,18,3,S,East Sussex,Southeast South - Worthing,E Sussex,28/05/2016,Minor,Surface water
2994,84,3,S,Brighton and Hove,Southeast South - Worthing,Brighton and Hove,28/05/2016,Minor,Surface water
2997,10,3,S,Cambridgeshire,Anglian - Peterborough,Cambridgeshire,31/05/2016,Minor,Surface water
2997,19,3,S,Essex,Anglian - Peterborough,Essex,31/05/2016,Minor,Surface water
2997,6,3,S,Greater London,Southeast North - Reading,Gtr London,31/05/2016,Minor,Surface water
2997,23,3,S,Kent,Southeast South - Worthing,Kent,31/05/2016,Minor,Surface water
2997,76,3,S,Medway,Southeast South - Worthing,Medway,31/05/2016,Minor,Surface water
2997,27,3,S,Norfolk,Anglian - Peterborough,Norfolk,31/05/2016,Minor,Surface water
2997,74,3,S,Southend-on-Sea,Anglian - Peterborough,Southend-on-Sea,31/05/2016,Minor,Surface water
2997,36,3,S,Suffolk,Anglian - Peterborough,Suffolk,31/05/2016,Minor,Surface water
2997,75,3,S,Thurrock,Anglian - Peterborough,Thurrock,31/05/2016,Minor,Surface water
3000,11,,,Cheshire,Northwest - Warrington,Cheshire,04/06/2016,,
2998,11,3,S,Cheshire,Northwest - Warrington,Cheshire,04/06/2016,Minor,Surface water
2999,11,3,S,Cheshire,Northwest - Warrington,Cheshire,05/06/2016,Minor,Surface water
3001,8,3,S,Bedfordshire,Anglian - Peterborough,Bedfordshire,07/06/2016,Minor,Surface water
3001,84,3,S,Brighton and Hove,Southeast South - Worthing,Brighton and Hove,07/06/2016,Minor,Surface water
3001,9,3,S,Buckinghamshire,Southeast North - Reading,Buckinghamshire,07/06/2016,Minor,Surface water
3001,18,3,S,East Sussex,Southeast South - Worthing,E Sussex,07/06/2016,Minor,Surface water
3001,6,3,S,Greater London,Southeast North - Reading,Gtr London,07/06/2016,Minor,Surface water
3001,23,3,S,Kent,Southeast South - Worthing,Kent,07/06/2016,Minor,Surface water
3001,37,3,S,Surrey,Southeast North - Reading,Surrey,07/06/2016,Minor,Surface water
3001,39,3,S,West Sussex,Southeast South - Worthing,W Sussex,07/06/2016,Minor,Surface water
3001,5,3,S,West Yorkshire,Northeast - Leeds,W Yorkshire,07/06/2016,Minor,Surface water
3002,8,2,S,Bedfordshire,Anglian - Peterborough,Bedfordshire,07/06/2016,Significant,Surface water
3002,73,2,S,Luton,Southeast North - Reading,Luton,07/06/2016,Significant,Surface water
3002,37,2,S,Surrey,Southeast North - Reading,Surrey,07/06/2016,Significant,Surface water
3003,6,3,S,Greater London,Southeast North - Reading,Gtr London,08/06/2016,Minor,Surface water
3003,7,3,S,Greater Manchester,Northwest - Warrington,Gtr Manchester,08/06/2016,Minor,Surface water
3003,24,3,S,Lancashire,Northwest - Warrington,Lancashire,08/06/2016,Minor,Surface water
3003,62,3,S,Stoke-on-Trent,Midlands - Solihull,Stoke-on-Trent,08/06/2016,Minor,Surface water
3003,4,3,S,West Midlands,Midlands - Solihull,W Midlands,08/06/2016,Minor,Surface water
3003,4,2,S,West Midlands,Midlands - Solihull,W Midlands,08/06/2016,Significant,Surface water
3005,11,3,S,Cheshire,Northwest - Warrington,Cheshire,10/06/2016,Minor,Surface water
3005,25,3,S,Leicestershire,Midlands - Solihull,Leicestershire,10/06/2016,Minor,Surface water
3005,1,3,S,Merseyside,Northwest - Warrington,Merseyside,10/06/2016,Minor,Surface water
3005,59,3,S,Nottingham,Midlands - Solihull,Nottingham,10/06/2016,Minor,Surface water
3005,2,3,S,South Yorkshire,Northeast - Leeds,S Yorkshire,10/06/2016,Minor,Surface water
3005,35,3,S,Staffordshire,Midlands - Solihull,Staffordshire,10/06/2016,Minor,Surface water
3005,38,3,S,Warwickshire,Midlands - Solihull,Warwickshire,10/06/2016,Minor,Surface water
3005,4,3,S,West Midlands,Midlands - Solihull,W Midlands,10/06/2016,Minor,Surface water
3004,1,3,R,Merseyside,Northwest - Warrington,Merseyside,10/06/2016,Minor,River
3006,11,3,S,Cheshire,Northwest - Warrington,Cheshire,11/06/2016,Minor,Surface water
3006,11,3,S,Cheshire,Northwest - Warrington,Cheshire,11/06/2016,Minor,Surface water
3006,6,3,S,Greater London,Southeast North - Reading,Gtr London,11/06/2016,Minor,Surface water
3006,7,3,S,Greater Manchester,Northwest - Warrington,Gtr Manchester,11/06/2016,Minor,Surface water
3006,24,3,S,Lancashire,Northwest - Warrington,Lancashire,11/06/2016,Minor,Surface water
3006,24,3,S,Lancashire,Northwest - Warrington,Lancashire,11/06/2016,Minor,Surface water
3006,24,3,S,Lancashire,Northwest - Warrington,Lancashire,11/06/2016,Minor,Surface water
3006,1,3,S,Merseyside,Northwest - Warrington,Merseyside,11/06/2016,Minor,Surface water
3006,37,3,S,Surrey,Southeast North - Reading,Surrey,11/06/2016,Minor,Surface water
3006,37,3,S,Surrey,Southeast North - Reading,Surrey,11/06/2016,Minor,Surface water
3006,37,3,S,Surrey,Southeast North - Reading,Surrey,11/06/2016,Minor,Surface water
3011,11,3,S,Cheshire,Northwest - Warrington,Cheshire,12/06/2016,Minor,Surface water
3011,11,2,S,Cheshire,Northwest - Warrington,Cheshire,12/06/2016,Significant,Surface water
3008,8,3,S,Bedfordshire,Anglian - Peterborough,Bedfordshire,12/06/2016,Minor,Surface water
3007,8,3,S,Bedfordshire,Anglian - Peterborough,Bedfordshire,12/06/2016,Minor,Surface water
3007,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,12/06/2016,Minor,Surface water
3009,8,3,S,Bedfordshire,Anglian - Peterborough,Bedfordshire,12/06/2016,Minor,Surface water
3009,19,3,S,Essex,Anglian - Peterborough,Essex,12/06/2016,Minor,Surface water
3009,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,12/06/2016,Minor,Surface water
3009,22,3,S,Hertfordshire,Southeast North - Reading,Hertfordshire,12/06/2016,Minor,Surface water
3009,83,3,S,Milton Keynes,Anglian - Peterborough,Milton Keynes,12/06/2016,Minor,Surface water
3009,35,3,S,Staffordshire,Midlands - Solihull,Staffordshire,12/06/2016,Minor,Surface water
3009,93,3,S,Wrexham,Wales,Wrexham,12/06/2016,Minor,Surface water
3010,11,3,S,Cheshire,Northwest - Warrington,Cheshire,13/06/2016,Minor,Surface water
3010,13,3,S,Cumbria,Northwest - Warrington,Cumbria,13/06/2016,Minor,Surface water
3010,19,3,S,Essex,Anglian - Peterborough,Essex,13/06/2016,Minor,Surface water
3010,24,3,S,Lancashire,Northwest - Warrington,Lancashire,13/06/2016,Minor,Surface water
3010,27,3,S,Norfolk,Anglian - Peterborough,Norfolk,13/06/2016,Minor,Surface water
3010,30,3,S,North Yorkshire,Northeast - Leeds,N Yorkshire,13/06/2016,Minor,Surface water
3010,11,2,S,Cheshire,Northwest - Warrington,Cheshire,13/06/2016,Significant,Surface water
3014,14,3,S,Derbyshire,Midlands - Solihull,Derbyshire,14/06/2016,Minor,Surface water
3014,92,3,S,Flintshire,Wales,Flintshire,14/06/2016,Minor,Surface water
3014,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,14/06/2016,Minor,Surface water
3014,24,3,S,Lancashire,Northwest - Warrington,Lancashire,14/06/2016,Minor,Surface water
3014,28,3,S,Northamptonshire,Anglian - Peterborough,Northamptonshire,14/06/2016,Minor,Surface water
3014,33,3,S,Shropshire,Midlands - Solihull,Shropshire,14/06/2016,Minor,Surface water
3014,61,3,S,Telford and Wrekin,Midlands - Solihull,Telford and Wrekin,14/06/2016,Minor,Surface water
3014,93,3,S,Wrexham,Wales,Wrexham,14/06/2016,Minor,Surface water
3013,11,3,S,Cheshire,Northwest - Warrington,Cheshire,14/06/2016,Minor,Surface water
3013,7,3,S,Greater Manchester,Northwest - Warrington,Gtr Manchester,14/06/2016,Minor,Surface water
3012,4,3,S,West Midlands,Midlands - Solihull,W Midlands,14/06/2016,Minor,Surface water
3012,4,2,S,West Midlands,Midlands - Solihull,W Midlands,14/06/2016,Significant,Surface water
3015,26,3,S,Lincolnshire,Anglian - Peterborough,Lincolnshire,14/06/2016,Minor,Surface water
3016,19,3,S,Essex,Anglian - Peterborough,Essex,14/06/2016,Minor,Surface water
3018,9,3,S,Buckinghamshire,Southeast North - Reading,Buckinghamshire,15/06/2016,Minor,Surface water
3018,18,3,S,East Sussex,Southeast South - Worthing,E Sussex,15/06/2016,Minor,Surface water
3018,39,3,S,West Sussex,Southeast South - Worthing,W Sussex,15/06/2016,Minor,Surface water
3017,14,3,R,Derbyshire,Midlands - Solihull,Derbyshire,15/06/2016,Minor,River
3017,15,3,R,Devon,Southwest - Exeter,Devon,15/06/2016,Minor,River
3017,12,3,S,Cornwall and Isles of Scilly,Southwest - Exeter,Cornwall & Isles of Scilly,15/06/2016,Minor,Surface water
3017,14,3,S,Derbyshire,Midlands - Solihull,Derbyshire,15/06/2016,Minor,Surface water
3017,15,3,S,Devon,Southwest - Exeter,Devon,15/06/2016,Minor,Surface water
3017,24,3,S,Lancashire,Northwest - Warrington,Lancashire,15/06/2016,Minor,Surface water
3017,25,3,S,Leicestershire,Midlands - Solihull,Leicestershire,15/06/2016,Minor,Surface water
3019,64,3,S,"Bristol, City of",Southwest - Exeter,Bristol,15/06/2016,Minor,Surface water
3019,97,3,S,Carmarthenshire,Wales,Carmarthenshire,15/06/2016,Minor,Surface water
3019,11,3,S,Cheshire,Northwest - Warrington,Cheshire,15/06/2016,Minor,Surface water
3019,14,3,S,Derbyshire,Midlands - Solihull,Derbyshire,15/06/2016,Minor,Surface water
3019,15,3,S,Devon,Southwest - Exeter,Devon,15/06/2016,Minor,Surface water
3019,20,3,S,Gloucestershire,Midlands - Solihull,Gloucestershire,15/06/2016,Minor,Surface water
3019,7,3,S,Greater Manchester,Northwest - Warrington,Gtr Manchester,15/06/2016,Minor,Surface water
3019,21,3,S,Hampshire,Southeast South - Worthing,Hampshire,15/06/2016,Minor,Surface water
3019,57,3,S,Leicester,Midlands - Solihull,Leicester,15/06/2016,Minor,Surface water
3019,25,3,S,Leicestershire,Midlands - Solihull,Leicestershire,15/06/2016,Minor,Surface water
3019,26,3,S,Lincolnshire,Anglian - Peterborough,Lincolnshire,15/06/2016,Minor,Surface water
3019,28,3,S,Northamptonshire,Anglian - Peterborough,Northamptonshire,15/06/2016,Minor,Surface water
3019,59,3,S,Nottingham,Midlands - Solihull,Nottingham,15/06/2016,Minor,Surface water
